Multiple airlines,Berlin (BER),Sydney (SYD),986,1485,2,11:45,20:30,Monday,7/08/2023
Thai Airways International,Berlin (BER),Sydney (SYD),1021,1485,2,11:45,20:30,Monday,7/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1069,1645,2,18:50,06:15,Monday,7/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1112,1705,2,07:10,19:35,Monday,7/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1112,2100,2,15:00,10:00,Monday,7/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1113,1535,2,19:35,05:10,Monday,7/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1113,1600,2,19:35,06:15,Monday,7/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1113,1815,2,14:55,05:10,Monday,7/08/2023
Turkish Airlines,Berlin (BER),Sydney (SYD),1126,1850,2,19:35,10:25,Monday,7/08/2023
Finnair,Berlin (BER),Sydney (SYD),1185,1620,2,19:15,06:15,Monday,7/08/2023
Finnair,Berlin (BER),Sydney (SYD),1185,1685,2,18:10,06:15,Monday,7/08/2023
Turkish Airlines,Berlin (BER),Sydney (SYD),1218,1825,2,19:35,10:00,Monday,7/08/2023
Korean Air,Berlin (BER),Sydney (SYD),1272,1695,2,18:00,06:15,Monday,7/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1278,1590,2,19:35,06:05,Monday,7/08/2023
British Airways,Berlin (BER),Sydney (SYD),1291,1915,2,15:00,06:55,Monday,7/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1361,1495,2,10:40,19:35,Monday,7/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1408,1810,2,15:00,05:10,Monday,7/08/2023
Finnair,Berlin (BER),Sydney (SYD),1441,1660,2,19:15,06:55,Monday,7/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1459,1695,2,18:00,06:15,Monday,7/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1481,1555,2,19:15,05:10,Monday,7/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1481,1745,2,07:10,20:15,Monday,7/08/2023
Etihad Airways,Berlin (BER),Sydney (SYD),1507,1635,2,06:55,18:10,Monday,7/08/2023
British Airways,Berlin (BER),Sydney (SYD),1585,1810,2,15:00,05:10,Monday,7/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1627,1405,2,09:45,17:10,Monday,7/08/2023
Thai Airways International,Berlin (BER),Sydney (SYD),991,1485,2,11:45,20:30,Tuesday,8/08/2023
Thai Airways International,Berlin (BER),Sydney (SYD),1015,1540,2,10:50,20:30,Tuesday,8/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1110,1900,2,14:35,06:15,Tuesday,8/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1113,1535,2,19:35,05:10,Tuesday,8/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1113,1880,2,14:55,06:15,Tuesday,8/08/2023
Turkish Airlines,Berlin (BER),Sydney (SYD),1126,1580,2,19:35,05:55,Tuesday,8/08/2023
Turkish Airlines,Berlin (BER),Sydney (SYD),1126,1850,2,19:35,10:25,Tuesday,8/08/2023
Turkish Airlines,Berlin (BER),Sydney (SYD),1126,1860,2,14:55,05:55,Tuesday,8/08/2023
KLM,Berlin (BER),Sydney (SYD),1170,2240,2,09:05,06:25,Tuesday,8/08/2023
British Airways,Berlin (BER),Sydney (SYD),1181,1900,2,14:35,06:15,Tuesday,8/08/2023
Finnair,Berlin (BER),Sydney (SYD),1185,1620,2,19:15,06:15,Tuesday,8/08/2023
Finnair,Berlin (BER),Sydney (SYD),1185,1685,2,18:10,06:15,Tuesday,8/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1199,1590,2,19:35,06:05,Tuesday,8/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1199,1870,2,14:55,06:05,Tuesday,8/08/2023
Turkish Airlines,Berlin (BER),Sydney (SYD),1218,1495,2,10:40,19:35,Tuesday,8/08/2023
Turkish Airlines,Berlin (BER),Sydney (SYD),1218,1715,2,07:00,19:35,Tuesday,8/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1278,1710,2,07:05,19:35,Tuesday,8/08/2023
Qatar Airways,Berlin (BER),Sydney (SYD),1308,2430,1,16:40,17:10,Tuesday,8/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1322,1645,2,18:50,06:15,Tuesday,8/08/2023
British Airways,Berlin (BER),Sydney (SYD),1374,1835,2,14:35,05:10,Tuesday,8/08/2023
British Airways,Berlin (BER),Sydney (SYD),1374,1965,2,12:25,05:10,Tuesday,8/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1408,1835,2,14:35,05:10,Tuesday,8/08/2023
Finnair,Berlin (BER),Sydney (SYD),1441,1620,2,19:15,06:15,Tuesday,8/08/2023
Finnair,Berlin (BER),Sydney (SYD),1441,1685,2,18:10,06:15,Tuesday,8/08/2023
Finnair,Berlin (BER),Sydney (SYD),1441,1660,2,19:15,06:55,Tuesday,8/08/2023
Scoot,Berlin (BER),Sydney (SYD),489,1570,1,09:35,19:45,Wednesday,9/08/2023
Scoot,Berlin (BER),Sydney (SYD),489,2520,1,09:35,11:35,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),950,1540,2,10:50,20:30,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),966,1535,2,19:35,05:10,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),966,1600,2,19:35,06:15,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),966,1815,2,14:55,05:10,Wednesday,9/08/2023
Thai Airways International,Berlin (BER),Sydney (SYD),985,1540,2,10:50,20:30,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1023,1695,2,16:55,05:10,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1033,1520,2,10:55,20:15,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1033,1600,2,09:35,20:15,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1033,1755,2,07:00,20:15,Wednesday,9/08/2023
Turkish Airlines,Berlin (BER),Sydney (SYD),1040,1825,2,19:35,10:00,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1083,1835,2,16:55,07:30,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1112,1690,2,07:25,19:35,Wednesday,9/08/2023
Turkish Airlines,Berlin (BER),Sydney (SYD),1126,1580,2,19:35,05:55,Wednesday,9/08/2023
Turkish Airlines,Berlin (BER),Sydney (SYD),1126,1850,2,19:35,10:25,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1131,1590,2,19:35,06:05,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1145,1580,2,19:35,05:55,Wednesday,9/08/2023
British Airways,Berlin (BER),Sydney (SYD),1162,1760,2,16:55,06:15,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1183,1825,2,19:35,10:00,Wednesday,9/08/2023
Finnair,Berlin (BER),Sydney (SYD),1185,1620,2,19:15,06:15,Wednesday,9/08/2023
Finnair,Berlin (BER),Sydney (SYD),1185,1685,2,18:10,06:15,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1244,1555,2,19:15,05:10,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1244,1620,2,18:10,05:10,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1244,1620,2,19:15,06:15,Wednesday,9/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),956,1485,2,11:45,20:30,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),966,1535,2,19:35,05:10,Thursday,10/08/2023
Thai Airways International,Berlin (BER),Sydney (SYD),985,1540,2,10:50,20:30,Thursday,10/08/2023
Thai Airways International,Berlin (BER),Sydney (SYD),991,1485,2,11:45,20:30,Thursday,10/08/2023
Multiple airlines,Berlin (BER),Sydney (SYD),1034,1600,2,19:35,06:15,Thursday,10/08/2023
